,Region,State,Area,City,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud
2160,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,244,Manufacturer,4,Complaint,0
2161,South,Tamil Nadu,Urban,Chennai,Business,Household,AC,0,0,0,0,0,0,0,15,281,Internet,19,Complaint,0
2162,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,343,Internet,7,Complaint,0
2163,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,80,Manufacturer,12,Complaint,0
2164,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,2,0,0,5000,15,323,Dealer,8,Complaint,0
2165,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,167,Internet,15,Complaint,0
2166,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,0,0,0,0,0,2000,15,147,Manufacturer,12,Complaint,0
2167,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000,15,345,Internet,1,Complaint,0
2168,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,68,Dealer,10,Complaint,0
2169,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,2,0,0,0,0,7000,15,68,Manufacturer,9,Complaint,0
2170,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,0,1,0,0,0,0,2000,15,218,Internet,16,Complaint,0
2171,South,Tamil Nadu,Urban,Chennai,Business,Household,AC,2,2,0,0,0,0,10000,15,35,Internet,11,Claim,0
2172,South,Tamil Nadu,Urban,Chennai,Business,Household,AC,2,0,0,0,0,0,5000,15,152,Dealer,18,Claim,0
2173,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,1,0,0,0,6000,15,280,Dealer,21,Complaint,0
2174,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,0,0,0,0,15,213,Manufacturer,2,Complaint,0
2175,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,2,0,0,5000,15,254,Dealer,9,Claim,0
2176,South,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,1,0,0,2000,15,39,Dealer,11,Claim,0
2177,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,1,1,0,0,0,0,4000,15,36,Internet,5,Complaint,0
2178,South,Tamil Nadu,Urban,Chennai,Personal,Household,AC,2,2,1,0,0,0,12000,15,233,Manufacturer,21,Claim,0
2179,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,1,2,0,0,0,0,7000,12,247,Internet,18,Complaint,0
2180,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,0,1,0,2000,12,30,Dealer,8,Claim,0
2181,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,0,1,0,0,0,0,2000,12,350,Internet,18,Complaint,0
2182,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,0,2000,12,205,Manufacturer,24,Complaint,0
2183,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,311,Dealer,4,Claim,0
2184,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000,12,280,Internet,19,Claim,0
2185,South East,Orissa,Urban,Bhubaneswar,Business,Household,AC,1,1,0,0,0,0,4000,12,233,Dealer,6,Complaint,0
2186,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,1,4000,12,324,Manufacturer,19,Claim,0
2187,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,2,2,2,0,0,0,15000,12,22,Dealer,23,Claim,0
2188,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,1,0,4000,12,282,Internet,15,Complaint,0
2189,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,1,1,0,0,0,0,4000,12,347,Internet,6,Claim,0
2190,South East,Orissa,Urban,Bhubaneswar,Business,Entertainment,TV,0,0,0,1,0,0,2000,12,274,Manufacturer,11,Claim,0
2191,South East,Orissa,Urban,Bhubaneswar,Business,Household,AC,1,2,0,0,0,0,7000,12,193,Dealer,7,Claim,0
2192,South East,Orissa,Urban,Bhubaneswar,Business,Household,AC,2,2,2,0,0,0,15000,12,197,Internet,4,Claim,0
2193,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,2,1,0,7000,12,32,Manufacturer,14,Claim,0
2194,South East,Orissa,Urban,Bhubaneswar,Personal,Entertainment,TV,0,0,0,1,0,0,2000,12,365,Internet,5,Complaint,0
2195,South East,Orissa,Urban,Bhubaneswar,Personal,Household,AC,0,1,0,0,0,0,2000,12,61,Dealer,24,Claim,0
2196,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,1,0,0,0,0,4000,15,170,Manufacturer,19,Claim,0
2197,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,2,2,0,0,0,15000,15,303,Internet,7,Complaint,0
2198,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,1,0,7000,15,330,Dealer,8,Claim,0
2199,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,1,0,0,0,0,4000,15,79,Dealer,7,Claim,0
2200,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,0,1,4000,15,26,Manufacturer,23,Complaint,0
2201,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,2,0,0,0,0,0,5000,15,45,Internet,24,Claim,0
2202,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,1,0,7000,15,287,Dealer,1,Claim,0
2203,South,Andhra Pradesh,Urban,Vijayawada,Business,Household,AC,1,0,0,0,0,0,2000,15,224,Manufacturer,23,Complaint,0
2204,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,2,0,0,5000,15,275,Internet,21,Claim,0
2205,South,Andhra Pradesh,Urban,Vijayawada,Business,Household,AC,2,0,0,0,0,0,5000,15,315,Dealer,3,Claim,0
2206,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,1,1,6000,15,301,Manufacturer,3,Complaint,0
2207,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,0,0,0,0,0,2000,15,356,Internet,13,Claim,0
2208,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,1,0,0,2000,15,301,Dealer,18,Claim,0
2209,South,Andhra Pradesh,Urban,Vijayawada,Personal,Household,AC,1,2,0,0,0,0,7000,15,333,Internet,24,Complaint,0
2210,South,Andhra Pradesh,Urban,Vijayawada,Personal,Entertainment,TV,0,0,0,0,1,1,4000,15,103,Manufacturer,16,Claim,0
2211,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,288,Dealer,18,Claim,0
2212,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,0,0,0,0,10,125,Internet,1,Complaint,0
2213,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,0,0,0,0,0,2000,10,148,Manufacturer,24,Claim,1
2214,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,2,0,0,5000,10,291,Dealer,1,Claim,0
2215,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,1,0,0,0,0,0,2000,10,180,Internet,22,Complaint,0
2216,North East,Uttar Pradesh,Urban,Lucknow,Business,Entertainment,TV,0,0,0,1,1,0,4000,10,81,Internet,21,Claim,0
2217,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,1,0,0,2000,10,46,Manufacturer,8,Claim,0
2218,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,147,Dealer,22,Complaint,0
2219,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,0,0,0,0,0,2000,10,159,Dealer,3,Claim,0
2220,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,1,1,0,4000,10,287,Manufacturer,15,Claim,0
2221,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,271,Dealer,2,Complaint,0
2222,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,2,2,0,0,0,0,10000,10,206,Dealer,17,Claim,0
2223,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,1,0,0,0,0,0,2000,10,300,Manufacturer,14,Complaint,0
2224,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,257,Internet,25,Claim,0
2225,North East,Uttar Pradesh,Urban,Lucknow,Business,Household,AC,1,1,0,0,0,0,4000,10,131,Dealer,1,Claim,0
2226,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,0,0,0,0,10,340,Manufacturer,10,Claim,0
2227,North East,Uttar Pradesh,Urban,Lucknow,Personal,Entertainment,TV,0,0,0,2,0,0,5000,10,345,Dealer,2,Complaint,0
2228,North East,Uttar Pradesh,Urban,Lucknow,Business,Entertainment,TV,0,0,0,2,1,1,9000,10,276,Dealer,8,Claim,0
2229,North East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,2,0,0,0,0,0,5000,10,171,Manufacturer,4,Claim,0
2230,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,1,0,0,2000,10,299,Dealer,9,Complaint,0
2231,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,1,0,0,0,0,4000,10,335,Dealer,14,Claim,0
2232,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,0,0,0,0,0,2000,10,21,Manufacturer,24,Claim,0
2233,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,2,0,0,0,0,0,5000,10,55,Dealer,21,Claim,0
2234,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,1,0,0,0,0,0,2000,10,212,Dealer,4,Complaint,0
2235,North East,West Bengal,Urban,Kolkata,Personal,Household,AC,2,0,0,0,0,0,5000,10,190,Manufacturer,6,Claim,0
2236,North East,West Bengal,Urban,Kolkata,Personal,Entertainment,TV,0,0,0,0,1,1,4000,10,275,Dealer,11,Claim,0
2237,North East,West Bengal,Urban,Kolkata,Business,Household,AC,1,2,0,0,0,0,7000,10,151,Dealer,19,Complaint,0
2238,North East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,0,1,1,4000,10,153,Internet,22,Claim,0
2239,North East,West Bengal,Urban,Kolkata,Business,Entertainment,TV,0,0,0,2,1,1,9000,10,160,Manufacturer,19,Claim,0
2240,South,Karnataka,Urban,Bangalore,Business,Entertainment,TV,0,0,0,1,1,1,15000,10,60,Manufacturer,0.5,Complaint,1
2242,East,Uttar Pradesh,Urban,Lucknow,Personal,Household,AC,0,1,1,0,0,0,50000,13,12,Manufacturer,1.5,Claim,1
2243,North,Delhi,Urban,New Delhi,Personal,Household,AC,0,1,0,0,0,0,20000,15,15,Manufacturer,2.5,Claim,0
2245,North West,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,0,0,0,12000,14,3,Internet,1.4,Complaint,0
2246,South East,Tamil Nadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,1,1,1,15000,12,4,Manufacturer,1.6,Complaint,1
2249,North West,Karnataka,Urban,Bangalore,Personal,Entertainment,TV,0,0,0,1,1,1,10000,14,9,Dealer,2.5,Claim,0
2250,South,Delhi,Urban,New Delhi,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,18,Dealer,1.6,Complaint,0
2251,West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,0,0,0,0,0,12000,12,60,Internet,2.6,Complaint,0
2256,East,Karnataka,Urban,Bangalore,Personal,Household,AC,0,0,0,0,0,0,50000,13,7,Manufacturer,1.6,Claim,1
2257,North East,Delhi,Urban,New Delhi,Personal,Household,AC,0,0,0,0,0,0,25000,15,21,Dealer,2.4,Complaint,0
2258,North West,Delhi,Urban,New Delhi,Personal,Household,AC,0,0,0,0,0,0,12000,14,16,Internet,6.5,Complaint,0
2259,South East,Kerala,Urban,Kochi,Business,Household,AC,0,0,0,0,0,0,15000,12,9,Manufacturer,0.5,Complaint,0
2260,South,Bihar,Urban,Purnea,Business,Entertainment,TV,0,0,0,0,1,0,50000,10,14,Manufacturer,1.5,Claim,0
2262,North,Bihar,Urban,Purnea,Personal,Household,AC,0,1,1,0,0,0,0,15,10,Internet,1.4,Complaint,0
2263,South East,Maharashtra,Urban,Mumbai,Business,Household,AC,0,0,0,0,0,0,50000,12,6,Manufacturer,2.4,Claim,0
2265,East,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,0,0,15000,13,18,Manufacturer,1.5,Complaint,0
2266,North West,Maharashtra,Urban,Mumbai,Personal,Entertainment,TV,0,0,0,0,2,0,20000,14,21,Manufacturer,1.4,Claim,0
2268,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,2,50000,13,18,Manufacturer,0.5,Complaint,1
2270,North East,Tamil Nadu,Urban,Chennai,Personal,Entertainment,TV,0,0,0,0,0,2,25000,15,10,Dealer,1.5,Claim,0
2271,North West,Gujarat,Urban,Vadodara,Personal,Household,AC,0,0,0,0,0,0,12000,14,12,Internet,2.5,Claim,0
2273,South West,Andhra Pradesh,Urban,Hyderabad,Business,Household,AC,0,0,0,0,0,0,10000,13,6,Dealer,1.4,Complaint,0
2274,West,Gujarat,Urban,Vadodara,Business,Household,AC,0,0,0,0,0,0,20000,12,4,Manufacturer,2.6,Claim,0
2275,East,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,0,0,0,25000,13,5,Dealer,2.4,Claim,0
2280,South West,Maharashtra,Urban,Pune,Business,Entertainment,TV,0,0,0,0,0,0,20000,13,16,Manufacturer,2.5,Other,1
2282,West,Bihar,Urban,Patna,Business,Household,AC,0,0,0,0,0,0,12000,12,19,Internet,1.4,Complaint,0
2283,East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,15000,13,14,Manufacturer,1.6,Claim,1
2284,North,Andhra Pradesh,Urban,Hyderabad,Personal,Entertainment,TV,0,0,0,1,1,1,10000,15,18,Dealer,2.6,Claim,0
2287,South East,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,12,12,Dealer,0.5,Complaint,0
2289,South,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000,10,6,Manufacturer,1.5,Claim,0
2293,North East,Maharashtra,Urban,Pune,Personal,Entertainment,TV,0,0,0,0,0,0,25000,15,18,Dealer,1.6,Complaint,0
2295,South East,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,15000,12,4,Manufacturer,2.4,Other,0
2296,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,10000,13,21,Dealer,6.5,Other,0
2297,South,Bihar,Urban,Purnea,Business,Household,AC,0,0,0,0,0,0,50000,10,16,Manufacturer,0.5,Complaint,0
2298,West,Kerala,Urban,Kochi,Business,Entertainment,TV,0,0,0,0,0,0,20000,12,9,Manufacturer,1,Claim,0
2299,East,Tamil Nadu,Urban,Chennai,Personal,Household,AC,0,0,0,0,0,0,25000,13,19,Dealer,1.5,Claim,0
2301,North East,Andhra Pradesh,Urban,Hyderabad,Personal,Household,AC,1,1,1,0,0,0,15000,15,18,Manufacturer,1.3,Complaint,0
2302,North West,Kerala,Urban,Kochi,Personal,Entertainment,TV,0,0,0,0,0,0,10000,14,60,Dealer,1.4,Complaint,0
2304,South West,Tamil Nadu,Urban,Chennai,Business,Entertainment,TV,0,0,0,0,0,0,20000,13,12,Manufacturer,2.6,Claim,0
2305,South,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,10,15,Dealer,2.4,Claim,0
2308,North,Andhra Pradesh,Urban,Hyderabad,Personal,Household,AC,0,0,0,0,0,0,10000,15,4,Dealer,1,Other,0
2309,North East,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,50000,15,5,Manufacturer,1.5,Other,0
2310,North West,Kerala,Urban,Kochi,Personal,Household,AC,0,0,0,0,0,0,20000,14,18,Manufacturer,2.5,Other,0
2311,South East,Gujarat,Urban,Ahmedabad,Business,Entertainment,TV,0,0,0,0,0,0,25000,12,7,Dealer,1.3,Other,0
2312,South West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,12000,13,4,Internet,1.4,Other,0
2314,West,Andhra Pradesh,Urban,Hyderabad,Business,Entertainment,TV,0,0,0,0,0,0,10000,12,16,Dealer,2.6,Other,0
